Item Group,Parent Item Group,Is Group,Item Group Name,Description,Tags,Level,Category ID,Parent Category ID
Internal Aquarium Filters,Aquarium Filters,0,Internal Aquarium Filters,,,2,ap-2-4-5-3,ap-2-4-5
Sponge Aquarium Filters,Aquarium Filters,0,Sponge Aquarium Filters,,,2,ap-2-4-5-4,ap-2-4-5
Undergravel Aquarium Filters,Aquarium Filters,0,Undergravel Aquarium Filters,,,2,ap-2-4-5-5,ap-2-4-5
External & Canister Aquarium Filters,Animals & Pet Supplies,0,External & Canister Aquarium Filters,,,1,ap-2-4-5-1,
Hang-On-Back (HOB) Aquarium Filters,Animals & Pet Supplies,0,Hang-On-Back (HOB) Aquarium Filters,,,1,ap-2-4-5-2,
Internal Aquarium Filters,Animals & Pet Supplies,0,Internal Aquarium Filters,,,1,ap-2-4-5-3,
Sponge Aquarium Filters,Animals & Pet Supplies,0,Sponge Aquarium Filters,,,1,ap-2-4-5-4,
Undergravel Aquarium Filters,Animals & Pet Supplies,0,Undergravel Aquarium Filters,,,1,ap-2-4-5-5,
Aquarium Fish Nets,Animals & Pet Supplies,1,Aquarium Fish Nets,,,1,ap-2-4-6,
Scoop Nets,Aquarium Fish Nets,0,Scoop Nets,,,2,ap-2-4-6-1,ap-2-4-6
Shrimp Nets,Aquarium Fish Nets,0,Shrimp Nets,,,2,ap-2-4-6-2,ap-2-4-6
Sock Nets,Aquarium Fish Nets,0,Sock Nets,,,2,ap-2-4-6-3,ap-2-4-6
Standard Nets,Aquarium Fish Nets,0,Standard Nets,,,2,ap-2-4-6-4,ap-2-4-6
Scoop Nets,Animals & Pet Supplies,0,Scoop Nets,,,1,ap-2-4-6-1,
Shrimp Nets,Animals & Pet Supplies,0,Shrimp Nets,,,1,ap-2-4-6-2,
Sock Nets,Animals & Pet Supplies,0,Sock Nets,,,1,ap-2-4-6-3,
Standard Nets,Animals & Pet Supplies,0,Standard Nets,,,1,ap-2-4-6-4,
Aquarium Gravel & Substrates,Animals & Pet Supplies,1,Aquarium Gravel & Substrates,,,1,ap-2-4-7,
Aquarium Soil,Aquarium Gravel & Substrates,0,Aquarium Soil,,,2,ap-2-4-7-1,ap-2-4-7
Aragonite Sands,Aquarium Gravel & Substrates,0,Aragonite Sands,,,2,ap-2-4-7-2,ap-2-4-7
Crushed Corals,Aquarium Gravel & Substrates,0,Crushed Corals,,,2,ap-2-4-7-3,ap-2-4-7
Glass Stones,Aquarium Gravel & Substrates,0,Glass Stones,,,2,ap-2-4-7-4,ap-2-4-7
Gravel,Aquarium Gravel & Substrates,0,Gravel,,,2,ap-2-4-7-5,ap-2-4-7
Pebbles,Aquarium Gravel & Substrates,0,Pebbles,,,2,ap-2-4-7-6,ap-2-4-7
Sand,Aquarium Gravel & Substrates,0,Sand,,,2,ap-2-4-7-7,ap-2-4-7
Aquarium Soil,Animals & Pet Supplies,0,Aquarium Soil,,,1,ap-2-4-7-1,
Aragonite Sands,Animals & Pet Supplies,0,Aragonite Sands,,,1,ap-2-4-7-2,
Crushed Corals,Animals & Pet Supplies,0,Crushed Corals,,,1,ap-2-4-7-3,
Glass Stones,Animals & Pet Supplies,0,Glass Stones,,,1,ap-2-4-7-4,
Gravel,Animals & Pet Supplies,0,Gravel,,,1,ap-2-4-7-5,
Pebbles,Animals & Pet Supplies,0,Pebbles,,,1,ap-2-4-7-6,
Sand,Animals & Pet Supplies,0,Sand,,,1,ap-2-4-7-7,
Aquarium Lighting,Animals & Pet Supplies,0,Aquarium Lighting,,,1,ap-2-4-8,
Aquarium Overflow Boxes,Animals & Pet Supplies,0,Aquarium Overflow Boxes,,,1,ap-2-4-9,
Aquarium Stands,Animals & Pet Supplies,1,Aquarium Stands,,,1,ap-2-4-10,
Box Frame Stands,Aquarium Stands,0,Box Frame Stands,,,2,ap-2-4-10-1,ap-2-4-10
Cabinet Stands,Aquarium Stands,0,Cabinet Stands,,,2,ap-2-4-10-2,ap-2-4-10
Double Tank Stands,Aquarium Stands,0,Double Tank Stands,,,2,ap-2-4-10-3,ap-2-4-10
Wrought Iron Stands,Aquarium Stands,0,Wrought Iron Stands,,,2,ap-2-4-10-4,ap-2-4-10
Box Frame Stands,Animals & Pet Supplies,0,Box Frame Stands,,,1,ap-2-4-10-1,
Cabinet Stands,Animals & Pet Supplies,0,Cabinet Stands,,,1,ap-2-4-10-2,
Double Tank Stands,Animals & Pet Supplies,0,Double Tank Stands,,,1,ap-2-4-10-3,
Wrought Iron Stands,Animals & Pet Supplies,0,Wrought Iron Stands,,,1,ap-2-4-10-4,
Aquarium Temperature Controllers,Animals & Pet Supplies,1,Aquarium Temperature Controllers,,,1,ap-2-4-11,
Analog Temperature Controllers,Aquarium Temperature Controllers,0,Analog Temperature Controllers,,,2,ap-2-4-11-1,ap-2-4-11
Digital Temperature Controllers,Aquarium Temperature Controllers,0,Digital Temperature Controllers,,,2,ap-2-4-11-2,ap-2-4-11
Analog Temperature Controllers,Animals & Pet Supplies,0,Analog Temperature Controllers,,,1,ap-2-4-11-1,
Digital Temperature Controllers,Animals & Pet Supplies,0,Digital Temperature Controllers,,,1,ap-2-4-11-2,
Aquarium Water Treatments,Animals & Pet Supplies,1,Aquarium Water Treatments,,,1,ap-2-4-12,
Algae Control,Aquarium Water Treatments,0,Algae Control,,,2,ap-2-4-12-1,ap-2-4-12
Ammonia Removers,Aquarium Water Treatments,0,Ammonia Removers,,,2,ap-2-4-12-2,ap-2-4-12
Fungal & Bacterial Treatments,Aquarium Water Treatments,0,Fungal & Bacterial Treatments,,,2,ap-2-4-12-3,ap-2-4-12
Nitrate Removers,Aquarium Water Treatments,0,Nitrate Removers,,,2,ap-2-4-12-4,ap-2-4-12
PH Adjusters,Aquarium Water Treatments,0,PH Adjusters,,,2,ap-2-4-12-5,ap-2-4-12
Tap Water Detoxifiers,Aquarium Water Treatments,0,Tap Water Detoxifiers,,,2,ap-2-4-12-6,ap-2-4-12
Water Clarifiers,Aquarium Water Treatments,0,Water Clarifiers,,,2,ap-2-4-12-7,ap-2-4-12
Water Conditioners,Aquarium Water Treatments,0,Water Conditioners,,,2,ap-2-4-12-8,ap-2-4-12
Algae Control,Animals & Pet Supplies,0,Algae Control,,,1,ap-2-4-12-1,
Ammonia Removers,Animals & Pet Supplies,0,Ammonia Removers,,,1,ap-2-4-12-2,
Fungal & Bacterial Treatments,Animals & Pet Supplies,0,Fungal & Bacterial Treatments,,,1,ap-2-4-12-3,
Nitrate Removers,Animals & Pet Supplies,0,Nitrate Removers,,,1,ap-2-4-12-4,
PH Adjusters,Animals & Pet Supplies,0,PH Adjusters,,,1,ap-2-4-12-5,
Tap Water Detoxifiers,Animals & Pet Supplies,0,Tap Water Detoxifiers,,,1,ap-2-4-12-6,
Water Clarifiers,Animals & Pet Supplies,0,Water Clarifiers,,,1,ap-2-4-12-7,
Water Conditioners,Animals & Pet Supplies,0,Water Conditioners,,,1,ap-2-4-12-8,
Aquariums,Animals & Pet Supplies,0,Aquariums,,,1,ap-2-4-13,
Aquatic Plant Fertilizers,Animals & Pet Supplies,1,Aquatic Plant Fertilizers,,,1,ap-2-4-14,
Granular Fertilizers,Aquatic Plant Fertilizers,0,Granular Fertilizers,,,2,ap-2-4-14-1,ap-2-4-14
Liquid Fertilizers,Aquatic Plant Fertilizers,0,Liquid Fertilizers,,,2,ap-2-4-14-2,ap-2-4-14
Powder Fertilizers,Aquatic Plant Fertilizers,0,Powder Fertilizers,,,2,ap-2-4-14-3,ap-2-4-14
Tablet Fertilizers,Aquatic Plant Fertilizers,0,Tablet Fertilizers,,,2,ap-2-4-14-4,ap-2-4-14
Granular Fertilizers,Animals & Pet Supplies,0,Granular Fertilizers,,,1,ap-2-4-14-1,
Liquid Fertilizers,Animals & Pet Supplies,0,Liquid Fertilizers,,,1,ap-2-4-14-2,
Powder Fertilizers,Animals & Pet Supplies,0,Powder Fertilizers,,,1,ap-2-4-14-3,
Tablet Fertilizers,Animals & Pet Supplies,0,Tablet Fertilizers,,,1,ap-2-4-14-4,
Fish Feeders,Animals & Pet Supplies,0,Fish Feeders,,,1,ap-2-4-15,
Fish Food,Animals & Pet Supplies,1,Fish Food,,,1,ap-2-4-16,
Algae Wafers,Fish Food,0,Algae Wafers,,,2,ap-2-4-16-1,ap-2-4-16
Betta Food,Fish Food,0,Betta Food,,,2,ap-2-4-16-2,ap-2-4-16
Cichlid Food,Fish Food,0,Cichlid Food,,,2,ap-2-4-16-3,ap-2-4-16
Dry Fish Food,Fish Food,0,Dry Fish Food,,,2,ap-2-4-16-4,ap-2-4-16
Freeze-Dried Food,Fish Food,0,Freeze-Dried Food,,,2,ap-2-4-16-5,ap-2-4-16
Frozen Food,Fish Food,0,Frozen Food,,,2,ap-2-4-16-6,ap-2-4-16
Goldfish Food,Fish Food,0,Goldfish Food,,,2,ap-2-4-16-7,ap-2-4-16
Live Food,Fish Food,0,Live Food,,,2,ap-2-4-16-8,ap-2-4-16
Medicated Food,Fish Food,0,Medicated Food,,,2,ap-2-4-16-9,ap-2-4-16
Algae Wafers,Animals & Pet Supplies,0,Algae Wafers,,,1,ap-2-4-16-1,
Betta Food,Animals & Pet Supplies,0,Betta Food,,,1,ap-2-4-16-2,
Cichlid Food,Animals & Pet Supplies,0,Cichlid Food,,,1,ap-2-4-16-3,
Dry Fish Food,Animals & Pet Supplies,0,Dry Fish Food,,,1,ap-2-4-16-4,
Freeze-Dried Food,Animals & Pet Supplies,0,Freeze-Dried Food,,,1,ap-2-4-16-5,
Frozen Food,Animals & Pet Supplies,0,Frozen Food,,,1,ap-2-4-16-6,
Goldfish Food,Animals & Pet Supplies,0,Goldfish Food,,,1,ap-2-4-16-7,
Live Food,Animals & Pet Supplies,0,Live Food,,,1,ap-2-4-16-8,
Medicated Food,Animals & Pet Supplies,0,Medicated Food,,,1,ap-2-4-16-9,
Pet Agility Equipment,Animals & Pet Supplies,1,Pet Agility Equipment,,,1,ap-2-5,
A-Frames,Pet Agility Equipment,0,A-Frames,,,2,ap-2-5-1,ap-2-5
Agility Tunnels,Pet Agility Equipment,0,Agility Tunnels,,,2,ap-2-5-2,ap-2-5
Dog Walks & Ramps,Pet Agility Equipment,0,Dog Walks & Ramps,,,2,ap-2-5-3,ap-2-5
Jump Bars,Pet Agility Equipment,0,Jump Bars,,,2,ap-2-5-4,ap-2-5
Pause Tables,Pet Agility Equipment,0,Pause Tables,,,2,ap-2-5-5,ap-2-5
Poles,Pet Agility Equipment,0,Poles,,,2,ap-2-5-6,ap-2-5
Teeter Boards,Pet Agility Equipment,0,Teeter Boards,,,2,ap-2-5-7,ap-2-5
Tire Jumps,Pet Agility Equipment,0,Tire Jumps,,,2,ap-2-5-8,ap-2-5
A-Frames,Animals & Pet Supplies,0,A-Frames,,,1,ap-2-5-1,
Agility Tunnels,Animals & Pet Supplies,0,Agility Tunnels,,,1,ap-2-5-2,
Dog Walks & Ramps,Animals & Pet Supplies,0,Dog Walks & Ramps,,,1,ap-2-5-3,
Jump Bars,Animals & Pet Supplies,0,Jump Bars,,,1,ap-2-5-4,
Pause Tables,Animals & Pet Supplies,0,Pause Tables,,,1,ap-2-5-5,
Poles,Animals & Pet Supplies,0,Poles,,,1,ap-2-5-6,
Teeter Boards,Animals & Pet Supplies,0,Teeter Boards,,,1,ap-2-5-7,
Tire Jumps,Animals & Pet Supplies,0,Tire Jumps,,,1,ap-2-5-8,
Pet Apparel,Animals & Pet Supplies,1,Pet Apparel,,,1,ap-2-6,
Pet Bandanas,Pet Apparel,0,Pet Bandanas,,,2,ap-2-6-1,ap-2-6
Pet Bows & Ribbons,Pet Apparel,0,Pet Bows & Ribbons,,,2,ap-2-6-2,ap-2-6
Pet Coats,Pet Apparel,0,Pet Coats,,,2,ap-2-6-3,ap-2-6
Pet Collars & Ties,Pet Apparel,0,Pet Collars & Ties,,,2,ap-2-6-4,ap-2-6
Pet Costumes,Pet Apparel,0,Pet Costumes,,,2,ap-2-6-5,ap-2-6
Pet Dresses,Pet Apparel,0,Pet Dresses,,,2,ap-2-6-6,ap-2-6
Pet Hats,Pet Apparel,0,Pet Hats,,,2,ap-2-6-7,ap-2-6
Pet Hoodies,Pet Apparel,0,Pet Hoodies,,,2,ap-2-6-8,ap-2-6
Pet Jackets,Pet Apparel,0,Pet Jackets,,,2,ap-2-6-9,ap-2-6
Pet Rain Coats,Pet Apparel,0,Pet Rain Coats,,,2,ap-2-6-10,ap-2-6
Pet Safety Vests,Pet Apparel,0,Pet Safety Vests,,,2,ap-2-6-11,ap-2-6
Pet Scarves,Pet Apparel,0,Pet Scarves,,,2,ap-2-6-12,ap-2-6
Pet Shirts,Pet Apparel,0,Pet Shirts,,,2,ap-2-6-13,ap-2-6
Pet Shoes,Pet Apparel,0,Pet Shoes,,,2,ap-2-6-14,ap-2-6
Pet Socks,Pet Apparel,0,Pet Socks,,,2,ap-2-6-15,ap-2-6
Pet Sunglasses,Pet Apparel,0,Pet Sunglasses,,,2,ap-2-6-16,ap-2-6
Pet Sweaters,Pet Apparel,0,Pet Sweaters,,,2,ap-2-6-17,ap-2-6
Pet Bandanas,Animals & Pet Supplies,0,Pet Bandanas,,,1,ap-2-6-1,
Pet Bows & Ribbons,Animals & Pet Supplies,0,Pet Bows & Ribbons,,,1,ap-2-6-2,
Pet Coats,Animals & Pet Supplies,0,Pet Coats,,,1,ap-2-6-3,
Pet Collars & Ties,Animals & Pet Supplies,0,Pet Collars & Ties,,,1,ap-2-6-4,
Pet Costumes,Animals & Pet Supplies,0,Pet Costumes,,,1,ap-2-6-5,
Pet Dresses,Animals & Pet Supplies,0,Pet Dresses,,,1,ap-2-6-6,
Pet Hats,Animals & Pet Supplies,0,Pet Hats,,,1,ap-2-6-7,
Pet Hoodies,Animals & Pet Supplies,0,Pet Hoodies,,,1,ap-2-6-8,
Pet Jackets,Animals & Pet Supplies,0,Pet Jackets,,,1,ap-2-6-9,
Pet Rain Coats,Animals & Pet Supplies,0,Pet Rain Coats,,,1,ap-2-6-10,
Pet Safety Vests,Animals & Pet Supplies,0,Pet Safety Vests,,,1,ap-2-6-11,
Pet Scarves,Animals & Pet Supplies,0,Pet Scarves,,,1,ap-2-6-12,
Pet Shirts,Animals & Pet Supplies,0,Pet Shirts,,,1,ap-2-6-13,
Pet Shoes,Animals & Pet Supplies,0,Pet Shoes,,,1,ap-2-6-14,
Pet Socks,Animals & Pet Supplies,0,Pet Socks,,,1,ap-2-6-15,
Pet Sunglasses,Animals & Pet Supplies,0,Pet Sunglasses,,,1,ap-2-6-16,
Pet Sweaters,Animals & Pet Supplies,0,Pet Sweaters,,,1,ap-2-6-17,
Pet Apparel Hangers,Animals & Pet Supplies,0,Pet Apparel Hangers,,,1,ap-2-7,
Pet Bed Accessories,Animals & Pet Supplies,0,Pet Bed Accessories,,,1,ap-2-8,
Pet Beds,Animals & Pet Supplies,1,Pet Beds,,,1,ap-2-9,
Baskets,Pet Beds,0,Baskets,,,2,ap-2-9-1,ap-2-9
Bolster Beds,Pet Beds,0,Bolster Beds,,,2,ap-2-9-2,ap-2-9
Caves,Pet Beds,0,Caves,,,2,ap-2-9-3,ap-2-9
Cooling Beds,Pet Beds,0,Cooling Beds,,,2,ap-2-9-4,ap-2-9
Donuts,Pet Beds,0,Donuts,,,2,ap-2-9-5,ap-2-9
Hammocks,Pet Beds,0,Hammocks,,,2,ap-2-9-6,ap-2-9
Nests,Pet Beds,0,Nests,,,2,ap-2-9-7,ap-2-9
Orthopedic Beds,Pet Beds,0,Orthopedic Beds,,,2,ap-2-9-8,ap-2-9
Pet Chairs,Pet Beds,0,Pet Chairs,,,2,ap-2-9-9,ap-2-9
Pet Cots,Pet Beds,0,Pet Cots,,,2,ap-2-9-10,ap-2-9
Pillow Beds,Pet Beds,0,Pillow Beds,,,2,ap-2-9-11,ap-2-9
Radiator Beds,Pet Beds,0,Radiator Beds,,,2,ap-2-9-12,ap-2-9
Towers,Pet Beds,0,Towers,,,2,ap-2-9-13,ap-2-9
Baskets,Animals & Pet Supplies,0,Baskets,,,1,ap-2-9-1,
Bolster Beds,Animals & Pet Supplies,0,Bolster Beds,,,1,ap-2-9-2,
Caves,Animals & Pet Supplies,0,Caves,,,1,ap-2-9-3,
Cooling Beds,Animals & Pet Supplies,0,Cooling Beds,,,1,ap-2-9-4,
Donuts,Animals & Pet Supplies,0,Donuts,,,1,ap-2-9-5,
Hammocks,Animals & Pet Supplies,0,Hammocks,,,1,ap-2-9-6,
Nests,Animals & Pet Supplies,0,Nests,,,1,ap-2-9-7,
Orthopedic Beds,Animals & Pet Supplies,0,Orthopedic Beds,,,1,ap-2-9-8,
Pet Chairs,Animals & Pet Supplies,0,Pet Chairs,,,1,ap-2-9-9,
Pet Cots,Animals & Pet Supplies,0,Pet Cots,,,1,ap-2-9-10,
Pillow Beds,Animals & Pet Supplies,0,Pillow Beds,,,1,ap-2-9-11,
Radiator Beds,Animals & Pet Supplies,0,Radiator Beds,,,1,ap-2-9-12,
Towers,Animals & Pet Supplies,0,Towers,,,1,ap-2-9-13,
Pet Bells & Charms,Animals & Pet Supplies,1,Pet Bells & Charms,,,1,ap-2-10,
Collar Bells,Pet Bells & Charms,0,Collar Bells,,,2,ap-2-10-1,ap-2-10
Collar Charms,Pet Bells & Charms,0,Collar Charms,,,2,ap-2-10-2,ap-2-10
ID Tag Charms,Pet Bells & Charms,0,ID Tag Charms,,,2,ap-2-10-3,ap-2-10
Collar Bells,Animals & Pet Supplies,0,Collar Bells,,,1,ap-2-10-1,
Collar Charms,Animals & Pet Supplies,0,Collar Charms,,,1,ap-2-10-2,
ID Tag Charms,Animals & Pet Supplies,0,ID Tag Charms,,,1,ap-2-10-3,
Pet Biometric Monitors,Animals & Pet Supplies,1,Pet Biometric Monitors,,,1,ap-2-11,
Pet Glucose Meters,Pet Biometric Monitors,0,Pet Glucose Meters,,,2,ap-2-11-1,ap-2-11
Pet Pedometers,Pet Biometric Monitors,0,Pet Pedometers,,,2,ap-2-11-2,ap-2-11
Pet Thermometers,Pet Biometric Monitors,0,Pet Thermometers,,,2,ap-2-11-3,ap-2-11
Pet Glucose Meters,Animals & Pet Supplies,0,Pet Glucose Meters,,,1,ap-2-11-1,
Pet Pedometers,Animals & Pet Supplies,0,Pet Pedometers,,,1,ap-2-11-2,
Pet Thermometers,Animals & Pet Supplies,0,Pet Thermometers,,,1,ap-2-11-3,
Pet Bowl Mats,Animals & Pet Supplies,0,Pet Bowl Mats,,,1,ap-2-12,
Pet Bowl Stands,Animals & Pet Supplies,0,Pet Bowl Stands,,,1,ap-2-13,
"Pet Bowls, Feeders & Waterers",Animals & Pet Supplies,1,"Pet Bowls, Feeders & Waterers",,,1,ap-2-14,
Automatic Feeders,"Pet Bowls, Feeders & Waterers",0,Automatic Feeders,,,2,ap-2-14-1,ap-2-14
Bowls,"Pet Bowls, Feeders & Waterers",0,Bowls,,,2,ap-2-14-2,ap-2-14
Elevated Bowls,"Pet Bowls, Feeders & Waterers",0,Elevated Bowls,,,2,ap-2-14-3,ap-2-14
Gravity Feeders,"Pet Bowls, Feeders & Waterers",0,Gravity Feeders,,,2,ap-2-14-4,ap-2-14
Slow Feeder Bowls,"Pet Bowls, Feeders & Waterers",0,Slow Feeder Bowls,,,2,ap-2-14-5,ap-2-14
Travel Bowls,"Pet Bowls, Feeders & Waterers",0,Travel Bowls,,,2,ap-2-14-6,ap-2-14
Water Dispensers,"Pet Bowls, Feeders & Waterers",0,Water Dispensers,,,2,ap-2-14-7,ap-2-14
Water Fountains,"Pet Bowls, Feeders & Waterers",0,Water Fountains,,,2,ap-2-14-8,ap-2-14
Automatic Feeders,Animals & Pet Supplies,0,Automatic Feeders,,,1,ap-2-14-1,
Bowls,Animals & Pet Supplies,0,Bowls,,,1,ap-2-14-2,
Elevated Bowls,Animals & Pet Supplies,0,Elevated Bowls,,,1,ap-2-14-3,
Gravity Feeders,Animals & Pet Supplies,0,Gravity Feeders,,,1,ap-2-14-4,
Slow Feeder Bowls,Animals & Pet Supplies,0,Slow Feeder Bowls,,,1,ap-2-14-5,
Travel Bowls,Animals & Pet Supplies,0,Travel Bowls,,,1,ap-2-14-6,
Water Dispensers,Animals & Pet Supplies,0,Water Dispensers,,,1,ap-2-14-7,
Water Fountains,Animals & Pet Supplies,0,Water Fountains,,,1,ap-2-14-8,
Pet Carrier & Crate Accessories,Animals & Pet Supplies,0,Pet Carrier & Crate Accessories,,,1,ap-2-15,
Pet Carriers & Crates,Animals & Pet Supplies,1,Pet Carriers & Crates,,,1,ap-2-16,
Air Travel Approved Carriers,Pet Carriers & Crates,0,Air Travel Approved Carriers,,,2,ap-2-16-1,ap-2-16
Backpack Carriers,Pet Carriers & Crates,0,Backpack Carriers,,,2,ap-2-16-2,ap-2-16
Car Crates,Pet Carriers & Crates,0,Car Crates,,,2,ap-2-16-3,ap-2-16
Furniture-Style Crates,Pet Carriers & Crates,0,Furniture-Style Crates,,,2,ap-2-16-4,ap-2-16
Hard-Sided Carriers,Pet Carriers & Crates,0,Hard-Sided Carriers,,,2,ap-2-16-5,ap-2-16
Rolling Carriers,Pet Carriers & Crates,0,Rolling Carriers,,,2,ap-2-16-8,ap-2-16
Slings & Wearable Carriers,Pet Carriers & Crates,0,Slings & Wearable Carriers,,,2,ap-2-16-9,ap-2-16
Soft-Sided Carriers,Pet Carriers & Crates,0,Soft-Sided Carriers,,,2,ap-2-16-10,ap-2-16
Soft-Sided Crates,Pet Carriers & Crates,0,Soft-Sided Crates,,,2,ap-2-16-11,ap-2-16
Wheeled Carriers,Pet Carriers & Crates,0,Wheeled Carriers,,,2,ap-2-16-12,ap-2-16
Air Travel Approved Carriers,Animals & Pet Supplies,0,Air Travel Approved Carriers,,,1,ap-2-16-1,
Backpack Carriers,Animals & Pet Supplies,0,Backpack Carriers,,,1,ap-2-16-2,
Car Crates,Animals & Pet Supplies,0,Car Crates,,,1,ap-2-16-3,
Furniture-Style Crates,Animals & Pet Supplies,0,Furniture-Style Crates,,,1,ap-2-16-4,
Hard-Sided Carriers,Animals & Pet Supplies,0,Hard-Sided Carriers,,,1,ap-2-16-5,
Rolling Carriers,Animals & Pet Supplies,0,Rolling Carriers,,,1,ap-2-16-8,
Slings & Wearable Carriers,Animals & Pet Supplies,0,Slings & Wearable Carriers,,,1,ap-2-16-9,
Soft-Sided Carriers,Animals & Pet Supplies,0,Soft-Sided Carriers,,,1,ap-2-16-10,
Soft-Sided Crates,Animals & Pet Supplies,0,Soft-Sided Crates,,,1,ap-2-16-11,
Wheeled Carriers,Animals & Pet Supplies,0,Wheeled Carriers,,,1,ap-2-16-12,
Pet Collars & Harnesses,Animals & Pet Supplies,1,Pet Collars & Harnesses,,,1,ap-2-17,
Breakaway & Safety Collars,Pet Collars & Harnesses,0,Breakaway & Safety Collars,,,2,ap-2-17-1,ap-2-17
Flea Collars,Pet Collars & Harnesses,0,Flea Collars,,,2,ap-2-17-2,ap-2-17
GPS Collars,Pet Collars & Harnesses,0,GPS Collars,,,2,ap-2-17-3,ap-2-17
Harnesses,Pet Collars & Harnesses,0,Harnesses,,,2,ap-2-17-4,ap-2-17
LED Collars,Pet Collars & Harnesses,0,LED Collars,,,2,ap-2-17-5,ap-2-17
Martingale Collars,Pet Collars & Harnesses,0,Martingale Collars,,,2,ap-2-17-6,ap-2-17
Personalized ID Collars,Pet Collars & Harnesses,0,Personalized ID Collars,,,2,ap-2-17-7,ap-2-17
Standard Collars,Pet Collars & Harnesses,0,Standard Collars,,,2,ap-2-17-8,ap-2-17
"Training, Choke & Pinch Collars",Pet Collars & Harnesses,0,"Training, Choke & Pinch Collars",,,2,ap-2-17-9,ap-2-17
Vests,Pet Collars & Harnesses,0,Vests,,,2,ap-2-17-10,ap-2-17
Breakaway & Safety Collars,Animals & Pet Supplies,0,Breakaway & Safety Collars,,,1,ap-2-17-1,
Flea Collars,Animals & Pet Supplies,0,Flea Collars,,,1,ap-2-17-2,
GPS Collars,Animals & Pet Supplies,0,GPS Collars,,,1,ap-2-17-3,
Harnesses,Animals & Pet Supplies,0,Harnesses,,,1,ap-2-17-4,
LED Collars,Animals & Pet Supplies,0,LED Collars,,,1,ap-2-17-5,
Martingale Collars,Animals & Pet Supplies,0,Martingale Collars,,,1,ap-2-17-6,
Personalized ID Collars,Animals & Pet Supplies,0,Personalized ID Collars,,,1,ap-2-17-7,
Standard Collars,Animals & Pet Supplies,0,Standard Collars,,,1,ap-2-17-8,
"Training, Choke & Pinch Collars",Animals & Pet Supplies,0,"Training, Choke & Pinch Collars",,,1,ap-2-17-9,
Vests,Animals & Pet Supplies,0,Vests,,,1,ap-2-17-10,
Pet Containment Systems,Animals & Pet Supplies,1,Pet Containment Systems,,,1,ap-2-18,
Electronic Invisible Fences,Pet Containment Systems,0,Electronic Invisible Fences,,,2,ap-2-18-1,ap-2-18
Enclosures & Cages,Pet Containment Systems,0,Enclosures & Cages,,,2,ap-2-18-2,ap-2-18
Exercise Pens,Pet Containment Systems,0,Exercise Pens,,,2,ap-2-18-3,ap-2-18
Fences & Gates,Pet Containment Systems,0,Fences & Gates,,,2,ap-2-18-4,ap-2-18
Kennels,Pet Containment Systems,0,Kennels,,,2,ap-2-18-5,ap-2-18
Playpens,Pet Containment Systems,0,Playpens,,,2,ap-2-18-6,ap-2-18
Electronic Invisible Fences,Animals & Pet Supplies,0,Electronic Invisible Fences,,,1,ap-2-18-1,
Enclosures & Cages,Animals & Pet Supplies,0,Enclosures & Cages,,,1,ap-2-18-2,
Exercise Pens,Animals & Pet Supplies,0,Exercise Pens,,,1,ap-2-18-3,
Fences & Gates,Animals & Pet Supplies,0,Fences & Gates,,,1,ap-2-18-4,
Kennels,Animals & Pet Supplies,0,Kennels,,,1,ap-2-18-5,
Playpens,Animals & Pet Supplies,0,Playpens,,,1,ap-2-18-6,
Pet Door Accessories,Animals & Pet Supplies,0,Pet Door Accessories,,,1,ap-2-19,
Pet Doors,Animals & Pet Supplies,1,Pet Doors,,,1,ap-2-20,
Door-Mounted Doors,Pet Doors,0,Door-Mounted Doors,,,2,ap-2-20-1,ap-2-20
Electronic Automatic Doors,Pet Doors,0,Electronic Automatic Doors,,,2,ap-2-20-2,ap-2-20
Sliding Glass Doors,Pet Doors,0,Sliding Glass Doors,,,2,ap-2-20-3,ap-2-20
Wall-Mounted Doors,Pet Doors,0,Wall-Mounted Doors,,,2,ap-2-20-4,ap-2-20
Window-Mounted Doors,Pet Doors,0,Window-Mounted Doors,,,2,ap-2-20-5,ap-2-20
Door-Mounted Doors,Animals & Pet Supplies,0,Door-Mounted Doors,,,1,ap-2-20-1,
Electronic Automatic Doors,Animals & Pet Supplies,0,Electronic Automatic Doors,,,1,ap-2-20-2,
Sliding Glass Doors,Animals & Pet Supplies,0,Sliding Glass Doors,,,1,ap-2-20-3,
Wall-Mounted Doors,Animals & Pet Supplies,0,Wall-Mounted Doors,,,1,ap-2-20-4,
Window-Mounted Doors,Animals & Pet Supplies,0,Window-Mounted Doors,,,1,ap-2-20-5,
Pet Eye Drops & Lubricants,Animals & Pet Supplies,1,Pet Eye Drops & Lubricants,,,1,ap-2-21,
Conjunctivitis Treatments,Pet Eye Drops & Lubricants,0,Conjunctivitis Treatments,,,2,ap-2-21-1,ap-2-21
Eye Cleaners,Pet Eye Drops & Lubricants,0,Eye Cleaners,,,2,ap-2-21-2,ap-2-21
Eye Irrigation Solutions,Pet Eye Drops & Lubricants,0,Eye Irrigation Solutions,,,2,ap-2-21-3,ap-2-21
Eye Lubricants,Pet Eye Drops & Lubricants,0,Eye Lubricants,,,2,ap-2-21-4,ap-2-21
Eye Washes,Pet Eye Drops & Lubricants,0,Eye Washes,,,2,ap-2-21-5,ap-2-21
